Product Name,Main Specs,Additional Specs,Derived Models
Intel Arc A310,"Graphics Processor: DG2-128
Cores: 768
TMUs: 32
ROPs: 16
Memory Size: 4 GB
Memory Type: GDDR6
Bus Width: 64 bit","Graphics Processor:
GPU Name: DG2-128
GPU Variant: ACM-G11
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 7,200 million
Density: 45.9M / mm²
Die Size: 157 mm²

Graphics Card:
Release Date: Oct 12th, 2022
Generation: Alchemist (Arc 3)
Predecessor: Xe Graphics
Production: Active
Bus Interface: PCIe 4.0 x8

Clock Speeds:
Base Clock: 1750 MHz
Boost Clock: 1750 MHz
Memory Clock: 1937 MHz 15.5 Gbps effective

Memory:
Memory Size: 4 GB
Memory Type: GDDR6
Memory Bus: 64 bit
Bandwidth: 124.0 GB/s

Render Config:
Shading Units: 768
TMUs: 32
ROPs: 16
Execution Units: 96
Tensor Cores: 96
RT Cores: 6
L2 Cache: 4 MB

Theoretical Performance:
Pixel Rate: 28.00 GPixel/s
Texture Rate: 56.00 GTexel/s
FP16 (half): 5.376 TFLOPS (2:1)
FP32 (float): 2.688 TFLOPS
FP64 (double): 672.0 GFLOPS (1:4)

Board Design:
Slot Width: Single-slot
TDP: 30 W
Suggested PSU: 200 W
Outputs: 4x mini-DisplayPort 2.0
Power Connectors: None

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

","기반 제품명:GIGABYTE Arc A310 WINDFORCE OC -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2000 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 50 W
기반 제품명:Matrox LUMA A310 -해당 제품의 바뀐 사항 GPU Clock: 1750 MHz, Boost Clock: 1750 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 
기반 제품명:Matrox LUMA A310F -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2000 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 50 W
기반 제품명:MSI Arc A310 Low Profile 2X -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2000 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 172 mm/6.8 inches, 1x HDMI 1x DisplayPort, 50 W
기반 제품명:SPARKLE Arc A310 ECO -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2000 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 156 mm/6.1 inches, 1x HDMI 2x mini-DisplayPort, 50 W
기반 제품명:SPARKLE Arc A310 ELF -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2000 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 153 mm/6 inches, Dual-slot, 1x HDMI 3x DisplayPort, 75 W
"
Intel Arc A350,"Graphics Processor: DG2-128
Cores: 768
TMUs: 48
ROPs: 24
Memory Size: 4 GB
Memory Type: GDDR6
Bus Width: 64 bit","Graphics Processor:
GPU Name: DG2-128
GPU Variant: ACM-G11
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 7,200 million
Density: 45.9M / mm²
Die Size: 157 mm²

Graphics Card:
Release Date: 2022
Generation: Alchemist (Arc 3)
Predecessor: Xe Graphics
Production: Active
Bus Interface: PCIe 4.0 x8

Clock Speeds:
Base Clock: 2000 MHz
Boost Clock: 2000 MHz
Memory Clock: 1937 MHz 15.5 Gbps effective

Memory:
Memory Size: 4 GB
Memory Type: GDDR6
Memory Bus: 64 bit
Bandwidth: 124.0 GB/s

Render Config:
Shading Units: 768
TMUs: 48
ROPs: 24
Execution Units: 96
Tensor Cores: 96
RT Cores: 6
L2 Cache: 4 MB

Theoretical Performance:
Pixel Rate: 48.00 GPixel/s
Texture Rate: 96.00 GTexel/s
FP16 (half): 6.144 TFLOPS (2:1)
FP32 (float): 3.072 TFLOPS
FP64 (double): 768.0 GFLOPS (1:4)

Board Design:
Slot Width: Single-slot
TDP: 25 W
Suggested PSU: 200 W
Outputs: No outputs

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

",없음
Intel Arc A350M,"Graphics Processor: DG2-128
Cores: 768
TMUs: 48
ROPs: 24
Memory Size: 4 GB
Memory Type: GDDR6
Bus Width: 64 bit","Graphics Processor:
GPU Name: DG2-128
GPU Variant: ACM-G11
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 7,200 million
Density: 45.9M / mm²
Die Size: 157 mm²

Mobile Graphics:
Release Date: Mar 30th, 2022
Generation: Alchemist (Arc 3 Mobile)
Production: Active
Bus Interface: PCIe 4.0 x8
Reviews: 3 in our database

Clock Speeds:
Base Clock: 1150 MHz
Boost Clock: 2200 MHz
Memory Clock: 1750 MHz 14 Gbps effective

Memory:
Memory Size: 4 GB
Memory Type: GDDR6
Memory Bus: 64 bit
Bandwidth: 112.0 GB/s

Render Config:
Shading Units: 768
TMUs: 48
ROPs: 24
Execution Units: 96
Tensor Cores: 96
RT Cores: 6
L2 Cache: 4 MB

Theoretical Performance:
Pixel Rate: 52.80 GPixel/s
Texture Rate: 105.6 GTexel/s
FP16 (half): 6.758 TFLOPS (2:1)
FP32 (float): 3.379 TFLOPS
FP64 (double): 844.8 GFLOPS (1:4)

Board Design:
Slot Width: IGP
TDP: 25 W
Outputs: Portable Device Dependent

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

",없음
Intel Arc A370M,"Graphics Processor: DG2-128
Cores: 1024
TMUs: 64
ROPs: 32
Memory Size: 4 GB
Memory Type: GDDR6
Bus Width: 64 bit","Graphics Processor:
GPU Name: DG2-128
GPU Variant: ACM-G11
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 7,200 million
Density: 45.9M / mm²
Die Size: 157 mm²

Mobile Graphics:
Release Date: Mar 30th, 2022
Generation: Alchemist (Arc 3 Mobile)
Production: Active
Bus Interface: PCIe 4.0 x8
Reviews: 3 in our database

Clock Speeds:
Base Clock: 1550 MHz
Boost Clock: 2050 MHz
Memory Clock: 1750 MHz 14 Gbps effective

Memory:
Memory Size: 4 GB
Memory Type: GDDR6
Memory Bus: 64 bit
Bandwidth: 112.0 GB/s

Render Config:
Shading Units: 1024
TMUs: 64
ROPs: 32
Execution Units: 128
Tensor Cores: 128
RT Cores: 8
L2 Cache: 4 MB

Theoretical Performance:
Pixel Rate: 65.60 GPixel/s
Texture Rate: 131.2 GTexel/s
FP16 (half): 8.397 TFLOPS (2:1)
FP32 (float): 4.198 TFLOPS
FP64 (double): 1,050 GFLOPS (1:4)

Board Design:
Slot Width: IGP
TDP: 35 W
Outputs: Portable Device Dependent

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

","기반 제품명:Advantech EAI-3100 -해당 제품의 바뀐 사항 GPU Clock: 1550 MHz, Boost Clock: 2050 MHz, Memory Clock: 1750 MHz, 외의 바뀐 사항: Dual-slot, 2x HDMI 2x DisplayPort, 60 W
"
Intel Arc A380,"Graphics Processor: DG2-128
Cores: 1024
TMUs: 64
ROPs: 32
Memory Size: 6 GB
Memory Type: GDDR6
Bus Width: 96 bit","Graphics Processor:
GPU Name: DG2-128
GPU Variant: ACM-G11
S-Spec: SRLFZ
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 7,200 million
Density: 45.9M / mm²
Die Size: 157 mm²

Graphics Card:
Release Date: Jun 14th, 2022
Generation: Alchemist (Arc 3)
Predecessor: Xe Graphics
Production: Active
Launch Price: 149 USD
Bus Interface: PCIe 4.0 x8
Reviews: 5 in our database

Clock Speeds:
Base Clock: 2000 MHz
Boost Clock: 2050 MHz
Memory Clock: 1937 MHz 15.5 Gbps effective

Memory:
Memory Size: 6 GB
Memory Type: GDDR6
Memory Bus: 96 bit
Bandwidth: 186.0 GB/s

Render Config:
Shading Units: 1024
TMUs: 64
ROPs: 32
Execution Units: 128
Tensor Cores: 128
RT Cores: 8
L2 Cache: 4 MB

Theoretical Performance:
Pixel Rate: 65.60 GPixel/s
Texture Rate: 131.2 GTexel/s
FP16 (half): 8.397 TFLOPS (2:1)
FP32 (float): 4.198 TFLOPS

Board Design:
Slot Width: Dual-slot
Length: 222 mm 8.7 inches
Width: 114 mm 4.5 inches
Height: 42 mm 1.7 inches
TDP: 75 W
Suggested PSU: 250 W
Outputs: 1x HDMI 2.1 3x DisplayPort 2.0
Power Connectors: 1x 8-pin

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

","기반 제품명:Acer Predator Arc A380 -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2050 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 1x HDMI 2x DisplayPort
기반 제품명:ASRock Arc A380 Challenger ITX OC -해당 제품의 바뀐 사항 GPU Clock: 2250 MHz, Boost Clock: 2250 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 190 mm/7.5 inches
기반 제품명:ASRock Arc A380 Low Profile -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2050 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 169 mm/6.7 inches, 1x HDMI 1x DisplayPort
기반 제품명:GIGABYTE A380 GAMING OC -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2450 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 2x HDMI 2x DisplayPort
기반 제품명:GIGABYTE A380 WINDFORCE OC -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2350 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 2x HDMI 2x DisplayPort
기반 제품명:GUNNIR Arc A380 INDEX -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2050 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 221 mm/8.7 inches
기반 제품명:GUNNIR Arc A380 Photon OC -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2450 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 92 W
기반 제품명:Matrox LUMA A380 -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2050 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 254 mm/10 inches, Single-slot, 4x DisplayPort
기반 제품명:SPARKLE Arc A380 ELF -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2050 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 153 mm/6 inches
기반 제품명:SPARKLE Arc A380 GENIE -해당 제품의 바뀐 사항 GPU Clock: 2000 MHz, Boost Clock: 2050 MHz, Memory Clock: 1937 MHz, 외의 바뀐 사항: 148 mm/5.8 inches, 1x HDMI 2x mini-DisplayPort
"
Intel Arc A550M,"Graphics Processor: DG2-512
Cores: 2048
TMUs: 128
ROPs: 64
Memory Size: 8 GB
Memory Type: GDDR6
Bus Width: 128 bit","Graphics Processor:
GPU Name: DG2-512
GPU Variant: ACM-G10
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 21,700 million
Density: 53.4M / mm²
Die Size: 406 mm²

Mobile Graphics:
Release Date: 2022
Generation: Alchemist (Arc 5 Mobile)
Production: Active
Bus Interface: PCIe 4.0 x16
Reviews: 3 in our database

Clock Speeds:
Base Clock: 900 MHz
Boost Clock: 2050 MHz
Memory Clock: 1750 MHz 14 Gbps effective

Memory:
Memory Size: 8 GB
Memory Type: GDDR6
Memory Bus: 128 bit
Bandwidth: 224.0 GB/s

Render Config:
Shading Units: 2048
TMUs: 128
ROPs: 64
Execution Units: 256
Tensor Cores: 256
RT Cores: 16
L2 Cache: 8 MB

Theoretical Performance:
Pixel Rate: 131.2 GPixel/s
Texture Rate: 262.4 GTexel/s
FP16 (half): 16.79 TFLOPS (2:1)
FP32 (float): 8.397 TFLOPS

Board Design:
Slot Width: IGP
TDP: 60 W
Outputs: Portable Device Dependent

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

",없음
Intel Arc A730M,"Graphics Processor: DG2-512
Cores: 3072
TMUs: 192
ROPs: 96
Memory Size: 12 GB
Memory Type: GDDR6
Bus Width: 192 bit","Graphics Processor:
GPU Name: DG2-512
GPU Variant: ACM-G10
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 21,700 million
Density: 53.4M / mm²
Die Size: 406 mm²

Mobile Graphics:
Release Date: 2022
Generation: Alchemist (Arc 7 Mobile)
Production: Active
Bus Interface: PCIe 4.0 x16
Reviews: 3 in our database

Clock Speeds:
Base Clock: 1100 MHz
Boost Clock: 2050 MHz
Memory Clock: 1750 MHz 14 Gbps effective

Memory:
Memory Size: 12 GB
Memory Type: GDDR6
Memory Bus: 192 bit
Bandwidth: 336.0 GB/s

Render Config:
Shading Units: 3072
TMUs: 192
ROPs: 96
Execution Units: 384
Tensor Cores: 384
RT Cores: 24
L2 Cache: 12 MB

Theoretical Performance:
Pixel Rate: 196.8 GPixel/s
Texture Rate: 393.6 GTexel/s
FP16 (half): 25.19 TFLOPS (2:1)
FP32 (float): 12.60 TFLOPS

Board Design:
Slot Width: IGP
TDP: 80 W
Outputs: Portable Device Dependent

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

",없음
Intel Arc A750,"Graphics Processor: DG2-512
Cores: 3584
TMUs: 224
ROPs: 112
Memory Size: 8 GB
Memory Type: GDDR6
Bus Width: 256 bit","Graphics Processor:
GPU Name: DG2-512
GPU Variant: ACM-G10
S-Spec: SRLX2
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 21,700 million
Density: 53.4M / mm²
Die Size: 406 mm²

Graphics Card:
Release Date: Oct 12th, 2022
Generation: Alchemist (Arc 7)
Predecessor: Xe Graphics
Production: Active
Launch Price: 289 USD
Bus Interface: PCIe 4.0 x16
Reviews: 3 in our database

Clock Speeds:
Base Clock: 2050 MHz
Boost Clock: 2400 MHz
Memory Clock: 2000 MHz 16 Gbps effective

Memory:
Memory Size: 8 GB
Memory Type: GDDR6
Memory Bus: 256 bit
Bandwidth: 512.0 GB/s

Render Config:
Shading Units: 3584
TMUs: 224
ROPs: 112
Execution Units: 448
Tensor Cores: 448
RT Cores: 28
L2 Cache: 16 MB

Theoretical Performance:
Pixel Rate: 268.8 GPixel/s
Texture Rate: 537.6 GTexel/s
FP16 (half): 34.41 TFLOPS (2:1)
FP32 (float): 17.20 TFLOPS

Board Design:
Slot Width: Dual-slot
TDP: 225 W
Suggested PSU: 550 W
Outputs: 1x HDMI 2.1 3x DisplayPort 2.0
Power Connectors: 1x 6-pin + 1x 8-pin

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

","기반 제품명:ASRock Arc A750 Challenger D OC -해당 제품의 바뀐 사항 GPU Clock: 2200 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 271 mm/10.7 inches
기반 제품명:GUNNIR Arc A750 FLUX OC -해당 제품의 바뀐 사항 GPU Clock: 2200 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 300 mm/11.8 inches, 210 W
기반 제품명:GUNNIR Arc A750 PROTON OC -해당 제품의 바뀐 사항 GPU Clock: 2200 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 300 mm/11.8 inches, 210 W
기반 제품명:Intel Arc A750 Limited Edition -해당 제품의 바뀐 사항 GPU Clock: 2050 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 
기반 제품명:SPARKLE Arc A750 ORC OC -해당 제품의 바뀐 사항 GPU Clock: 2050 MHz, Boost Clock: 2200 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 222 mm/8.7 inches
기반 제품명:SPARKLE Arc A750 TITAN OC -해당 제품의 바뀐 사항 GPU Clock: 2050 MHz, Boost Clock: 2200 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 306 mm/12 inches, Triple-slot
"
Intel Arc A770,"Graphics Processor: DG2-512
Cores: 4096
TMUs: 256
ROPs: 128
Memory Size: 16 GB
Memory Type: GDDR6
Bus Width: 256 bit","Graphics Processor:
GPU Name: DG2-512
GPU Variant: ACM-G10
S-Spec: SRLWZ
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 21,700 million
Density: 53.4M / mm²
Die Size: 406 mm²

Graphics Card:
Release Date: Oct 12th, 2022
Generation: Alchemist (Arc 7)
Predecessor: Xe Graphics
Production: Active
Launch Price: 329 USD
Bus Interface: PCIe 4.0 x16
Reviews: 15 in our database

Clock Speeds:
Base Clock: 2100 MHz
Boost Clock: 2400 MHz
Memory Clock: 2000 MHz 16 Gbps effective

Memory:
Memory Size: 16 GB
Memory Type: GDDR6
Memory Bus: 256 bit
Bandwidth: 512.0 GB/s

Render Config:
Shading Units: 4096
TMUs: 256
ROPs: 128
Execution Units: 512
Tensor Cores: 512
RT Cores: 32
L2 Cache: 16 MB

Theoretical Performance:
Pixel Rate: 307.2 GPixel/s
Texture Rate: 614.4 GTexel/s
FP16 (half): 39.32 TFLOPS (2:1)
FP32 (float): 19.66 TFLOPS

Board Design:
Slot Width: Dual-slot
TDP: 225 W
Suggested PSU: 550 W
Outputs: 1x HDMI 2.1 3x DisplayPort 2.0
Power Connectors: 1x 6-pin + 1x 8-pin

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

","기반 제품명:Acer Predator BiFrost Arc A770 OC -해당 제품의 바뀐 사항 GPU Clock: 2200 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 
기반 제품명:ASRock Arc A770 Phantom D OC -해당 제품의 바뀐 사항 GPU Clock: 2200 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 305 mm/12 inches
기반 제품명:GUNNIR Arc A770 FLUX OC 8 GB -해당 제품의 바뀐 사항 GPU Clock: 2200 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 8 GB, 300 mm/11.8 inches, 210 W
기반 제품명:GUNNIR Arc A770 PHOTON OC -해당 제품의 바뀐 사항 GPU Clock: 2200 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 300 mm/11.8 inches
기반 제품명:Intel Arc A770 8 GB -해당 제품의 바뀐 사항 GPU Clock: 2100 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 8 GB
기반 제품명:Intel Arc A770 Limited Edition 16 GB -해당 제품의 바뀐 사항 GPU Clock: 2100 MHz, Boost Clock: 2400 MHz, Memory Clock: 2187 MHz, 외의 바뀐 사항: 
기반 제품명:SPARKLE Arc A770 TITAN OC -해당 제품의 바뀐 사항 GPU Clock: 2100 MHz, Boost Clock: 2400 MHz, Memory Clock: 2000 MHz, 외의 바뀐 사항: 306 mm/12 inches, Triple-slot
"
Intel Arc A770M,"Graphics Processor: DG2-512
Cores: 4096
TMUs: 256
ROPs: 128
Memory Size: 16 GB
Memory Type: GDDR6
Bus Width: 256 bit","Graphics Processor:
GPU Name: DG2-512
GPU Variant: ACM-G10
Architecture: Generation 12.7
Foundry: TSMC
Process Size: 6 nm
Transistors: 21,700 million
Density: 53.4M / mm²
Die Size: 406 mm²

Mobile Graphics:
Release Date: 2022
Generation: Alchemist (Arc 7 Mobile)
Production: Active
Bus Interface: PCIe 4.0 x16
Reviews: 3 in our database

Clock Speeds:
Base Clock: 1650 MHz
Boost Clock: 2050 MHz
Memory Clock: 2000 MHz 16 Gbps effective

Memory:
Memory Size: 16 GB
Memory Type: GDDR6
Memory Bus: 256 bit
Bandwidth: 512.0 GB/s

Render Config:
Shading Units: 4096
TMUs: 256
ROPs: 128
Execution Units: 512
Tensor Cores: 512
RT Cores: 32
L2 Cache: 16 MB

Theoretical Performance:
Pixel Rate: 262.4 GPixel/s
Texture Rate: 524.8 GTexel/s
FP16 (half): 33.59 TFLOPS (2:1)
FP32 (float): 16.79 TFLOPS

Board Design:
Slot Width: IGP
TDP: 120 W
Outputs: Portable Device Dependent

Graphics Features:
DirectX: 12 Ultimate (12_2)
OpenGL: 4.6
OpenCL: 3.0
Vulkan: 1.3
Shader Model: 6.6

",없음
